address,approx_cost_for_2,cuisines,known_for,locality,more_info,most_liked_Food,most_liked_Service,opening_timings,photos_taken,rating,restaurant_link,restaurant_name,reviews,votes
"18/1, First Floor Haudin Road, Ulsoor, Bangalore",500,Biryani,,ChurchStreet,"Delivery Only, ","[4, 'Tandoori Chicken', 'Salad', 'Kheer', 'Chicken Tikka', 'Butter Naan', 'Sweet Lassi', 'Panipuri']","[4, 'Friendly Staff']","['12noon', '11pm']",0,3.2                                     /5,https://www.zomato.com/bangalore/supreme-biryani-ulsoor-bangalore,Supreme Biryani,['Hi I have taken boneless chicken biryani. Worst biryani I ever had. Next day stomach pain and health became worse. Zamoto service is good. But Supreme biryani is very bad experience.']," Based on 4 votes
"
"181, Opposite To Hotel Monarch, Brigade Road, Bangalore",600,"Chinese, Momos",,ChurchStreet,"Home Delivery, Indoor Seating, Table booking recommended, ","[4, 'Drums Of Heaven', 'Pork Spare Ribs', 'Momos', 'Pork Chops', 'Chicken Noodle', 'Roasted Pork', 'Corn Soup']",,"['12noon', '11pm']",33,3.7                                     /5,https://www.zomato.com/bangalore/hotel-shangrila-brigade-road,Hotel Shangrila,"['Brunch with lots of food, music, and kids games. Food was average for the price.', 'This place has to be shut down immediately. We just wanted a soup on a rainy day. The veg soup was stinking of beef. The place was completely empty . I thought twice if entering was a good option. Should have gone with  my instinct. Please don’t ever visit this place if you intend to be alive after dining there. Are the reviews for this hotel paid for???? How can anyone rate this haunted place 5 and 4', ""Love this place even though a small place...sit in the corner so you can get cold breeze and see the outside...best place for refreshing...\nService 4/5...\nGood...happy...\nFood 4/5...\nIf you love Asian food don't miss this place...especially roast pork...super tasty...and cook well\nThukpa averange...\nDrinks...fresh lime soda little taste less...\nAmbience ...its not a 5star hotel....but it's amazing....\nYou must visit once..."", ""Food was amazing really I like food I'm from leh ladakh\nThanks so keep it up bro la see u soon next time this service was very Good I like angkal"", 'One of the delicious roasted poke have here.Dishes are stand tasty and value for money.i am strongly recommended for pork lovers.Me and my wife visited this place.', 'The best thing for vegetarians is the mineral water and ketchup (pun intended). Ordered veg momos and was told that it would take time because apparently nobody would order vegetarian food. There aren’t many options in chicken as well. If you love pork or beef (Tibetan cuisine) and want to have a leisurely meal while enjoying the view of hustling Brigade Road then it’s worth a visit. This place is very laid back in a good way. A long lost buddy suggested me to go here some 7 years ago and I finally paid a visit.', 'Most ridiculous place.. Visited today-June 16-Only one waiter.. Dirty crockery, food with a bad taste .. No one to attend you.. Felt like visited a haunted house in isolation..', 'One of my favourite hangout place with friends during college days. A nice cozy redtaurant with good food with a fast service and pocket friendly price. Must try place.', 'A great place tu hang out!!! Had a grt tym partying while chinnappa and Theo kottis ruled d nyt with deep house and progressive... Spl mention tu Vignesh the service guy... Had a awesome experience!! Party hard party here!!!', 'being an SMIT-ian has many pleasures.One such is finding good thukpa places where you currently resides.\nthis small place may \nnot be great in ambiance but food is amazing.We had pork roast and thukpa and chilli chicken.Thukpa was a hearty bowl of goodness and pork roast was amazeballs!']"," 125  votes
"
"3169/H, 1st Floor, 1st Main, ESI Hospital Service Road, HAL 2nd Stage, Indiranagar, Bangalore",600,"Chinese, Thai, Vietnamese",,ChurchStreet,"Home Delivery, No Alcohol Available, Indoor Seating, Table booking recommended, ","[2, 'Noodle', 'Kung Pao Vegetables', 'Chowmein', 'Sweet Corn Soup', 'Prawn']","[3, 'Prompt Service']","['12noon', '4pm', '7pm', '11pm']",52,2.8                                     /5,https://www.zomato.com/bangalore/chung-wah-express-indiranagar,Chung Wah Express,['Nice cozy small place in Inidranagar. Value for money . The food here is tasty. They have combo options too.\n\nMy favourite is the hot and sour soup!!\n\nService is good.\nAmbiance is alright .\n\nNice Chinese joint which does not hit your pockets.\n\nMy rating is a 3.5']," 103  votes
"
"57, Coles Road, Near ICICI Bank, Frazer Town, Bangalore",700,"Chinese, Momos",,ChurchStreet,"Home Delivery, No Alcohol Available, Indoor Seating, Table booking recommended, ","[4, 'Noodle', 'Dragon Chicken', 'Chop Suey']",,"['12noon', '4pm', '7pm', '11pm']",87,3.6                                     /5,https://www.zomato.com/bangalore/taipan-1-frazer-town,Taipan,"['Cordial, polite & quick service.\nPersonal attention by Mr Prashant.', ""The place that put me in love with chinese food. Irrespective of whether you are a chinese lover or not, you should definitely try this place because if you aren'ta chinese lover then Im you'll become one.\nMy fav at this place are: thread chicken, taipan rice, schezwan fried rice, hot n spice soup, chicken lolipop, pepper chicken, drums of heaven, garlic chicken. The list goes on!!!!\nIn love with this place, food and hospitality."", 'Best place with affordable prices and friendly staff. A must try place for all chinese lovers. Must try dishes at this place, crispy threaded chicken, chicken lolipop, drums of heaven, momos, pepper chicken and chicken fried rice', 'The food is nice.. The Malaysian noodles are one of my favourite with a balance between sweet and spicy.. The packing can improve as its a little difficult to serve from those containers.. The gravies can use some improvement.. Overall worth another visit but not a personal favourite..', 'i have been a regular here since this was a small place further down the road..,, almost been going here since a decade..and not once have i stepped out being un satisfied...\nthe new place is larger... got this oriental theme running around.... and comfortable seating...\nthe service has always been decent...\nfood--- my usual favs here are the chilli garlic noodles and the shredded potato in black pepper sauce... the taste has been consistently the same since a decade...\nother things i suggest would be the chopseuy and chicken in hot garlic sauce...\nwill continue going here a lot more times...\nthe owner is really friendly...', 'The food is really delicious and the presentation is nice. The ambience is good, perfect for a dinner with friends n family.. service is also satisfying.', ""I didn't like the food at all, and the packing of food was like not even give 1*. we spent money at least they should provide a set of cutlery with the food. \nvery bad ."", 'Ambience was good.Food was okayish.Chicken kaiche was tasty.The sea food soup that was ordered had a very bad taste.Service is great.Good place to go with family.', 'I would say that I had a very average experience here.\n\nThe ambience is like any normal Chinese place in Bangalore. The service is good. The food was definitely just okay.\n\nPlease make sure you tell them your spice preference while you order as I found the food to be spicy in general.', 'Great place to have good Chinese food. The noodles were great, the prawns really yummy and the chicken was fantastic. Very fast and good service as well.']"," 136  votes
"
,400,"Bakery, Desserts",,ChurchStreet,"Delivery Only, Seating Not Available, No Alcohol Available, Desserts and Bakes, ","[4, 'Noodle', 'Dragon Chicken', 'Chop Suey']",,"['8am', '8pm']",64,3.1                                     /5,https://www.zomato.com/bangalore/delices-ulsoor,Delices,"['Ridiculous job! look at the pics! my husband ordered a cake for my bday..both were super disappointed, they should have atleast told us if they were not able to make it well! Never go even if this is the last resort on earth! The finishing is horrible! Wat a waste of money!', 'I had placed an order online through this website, with the delivery to be done today (15th July, 2018). The order was successfully placed and the payment done. However, after trying different numbers obtained from this website and google finally i was able to reach get in touch with someone.\xa0\nAfter constant following up for 2 hours i get a response from an unapologetic idiot that bakery is closed and cake will be delivered tomorrow. When I asked for why order was taken he says talk to madam. A take it or leave it attitude. Pathetic to the core.', ""Very unreliable, have had to wait quite some time for the delivery on occasions. They don't stick to the promised delivery time either. Cakes are decent but avoid this place if you have time constraints."", 'My family and I were celebrating my grandparents 50th wedding anniversary at Bangalore club and the cake was arranged by the event planners at the club. It was a two tier mango and strawberry flavored cake that tasted just as good as it looked. I had never heard of this bakery before until we tried it and will surely recommend it for anyone who wants customized cakes for special occasions.', 'A customized order for a Minion theme cake for my four year old was handled really well by the team at Delices. The flavor and the look of the cake was just what we had thought of. My son was overjoyed that his favorite characters were a part of his birthday celebration as well. Thank you, Delices! Will surely recommend to family and friends.', 'Ordered, fresh strawberry, vanilla and chocolate cakes from Deices. i thought i ordered a lot of cake for the number of guests i have. Little did I know that the cake will get over in a jiffy! Delicis made really awesome cakes! Thank you guys!']"," 6  votes
"
"1, Appaiah Garden, Near Govt. Girls School, Jogupalaya, Ulsoor, Bangalore",200,"Beverages, Juices",,ChurchStreet,"Home Delivery, Indoor Seating, ","[4, 'Noodle', 'Dragon Chicken', 'Chop Suey']",,"['8am', '3am']",2,3.7                                     /5,https://www.zomato.com/bangalore/popat-juice-junction-ulsoor-bangalore,Popat Juice Junction,"['', 'Such a horrible place . I ordered one mixed fruit salad . they send some bananas and watermelon for  130 rs . In the menu they are showing another picture. Don’t choose this place guys.', 'Really amazing food. First time some restaurant actually followed the instructions. Worth the money. Thanks a lot. Masala Maggie is a must try.', ""It's summer. And i have been craving kitkat shakes a lot these days. So, this time it was popat's chance. And the shake was not like a shake, it was water with pieces of kit kat in it and tasted weird. I was super disappointed with the quality. Now I'm out of 120bucks with no shake. Couldn't drink it. I hope you can make the quality better."", 'Ordered Pomegranate Juice but the restaurant sent beetroot juice. When I called the guy, he was arguing that I may not be able to recognise the taste of pomegranate. He said, this is how pomegranate juice tastes and I must have it.', ""Ordered dry fruit shake,it was thinner than water,not at all cold and that's like grass.Worst experience,don't order from this shop.It doesn't even deserves 1* rating"", 'please never order', 'wat\xa0 hav u given me...i orederd kitkatshake..i paid 140 rs... you people have given me booost..this is like chocolate favour water..it sucks..its tasteless. \nat night please dont do this to ur customers..this what you have given me..doesnt worth 20rs.. dont repeat this..you need to answer god for this..', 'This was my first bad experience in Zomato i just ordered mixed fruit salad it was so horrible and even the water melon juice it taste so bad.Wasted my money. i will never order from next time.', 'Taste is really bad.!!']"," 15  votes
"
"11/1, Krishna Temple Road, Old Binnamangala 1st Stage, Indiranagar, Bangalore",250,"Beverages, Fast Food",,ChurchStreet,"Home Delivery, Indoor Seating, ","[4, 'Noodle', 'Dragon Chicken', 'Chop Suey']",,"['10:30am', '11:30pm']",0,-,https://www.zomato.com/bangalore/shakers-cafe-indiranagar-bangalore,Shakers Cafe,['Great quality and quantity of Juices.\nService is also very nice \n\nStaff is friendly and wonderful.\n\nMust try their Falooda and Veg roll .one it’s delicious and refreshing .\n\nGreat place for Foodies and Ice cream Lovers!!!!'],
"G-1, Smart Avenue Complex, M.C. 90, Coles Road, Frazer Town, Bangalore",600,"Cafe, Continental, Desserts",,ChurchStreet,"Home Delivery, Outdoor Seating, Indoor Seating, ","[4, 'Burgers', 'Pizza', 'Fries', 'White Sauce Pasta']",,"['11:30am', '11:30pm']",185,4.1                                     /5,https://www.zomato.com/bangalore/mambos-cafe-frazer-town-bangalore,Mambos Cafe,"['I had heard a lot about this cafe and finally decided to check it out. Honestly it was a little disappointing in terms of food. The ambiance is lively. The food was pretty average. I only liked the chicken burger and the Oreo milkshake. Everything else was just okay. Overall it’s a decent cafe.', 'Beautiful place. Great food. Prompt service.\nVisited this place for the swing seating. Really a different dining experience. Mojitos are amazing. Caeser salad was also really good .', 'Super cute place with some amazing food! Can’t really find any flaws with our appetisers and main course however, they really need to improve on their desserts.']"," 137  votes
"
"12th Main Road, HAL 2nd Stage, Appareddipalya, Indiranagar, Bangalore",750,"Cafe, Coffee",,ChurchStreet,"Breakfast, Home Delivery, No Alcohol Available, Desserts and Bakes, Board Games, Indoor Seating, Free Wifi, Vegan Options, All Day Breakfast, Valet Parking Available, Kid Friendly, ","[4, 'Burgers', 'Pizza', 'Fries', 'White Sauce Pasta']",,"['8am', '1am']",24,3.8                                     /5,https://www.zomato.com/bangalore/third-wave-coffee-roasters-indiranagar-bangalore,Third Wave Coffee Roasters,['Coffee that we ordered were decent not exceptionally good. The lemon tea cake was dry. The strawberry muffin was good though. We ordered chilli cheese toast and a chicken toast. Both of which were good.']," Based on 32 votes
"
"621/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",700,"Cafe, Desserts",,ChurchStreet,"Breakfast, Home Delivery, Table booking not available, No Alcohol Available, Indoor Seating, Desserts and Bakes, ","[4, 'Blueberry Waffles', 'Belgian Waffles', 'Pancakes', 'Sandwich', 'Chocolate Chip Waffle', 'Fruit Pancake', 'Banana Caramel']","[4, 'Courteous Staff', 'Friendly Staff', 'Prompt Service']","['9am', '3am']",680,4.1                                     /5,https://www.zomato.com/bangalore/waffle-magic-indiranagar,Waffle Magic,"[""Neat and clean Waffle Magic offers the perfect waffles and dessert options after a good meal on bustling 12th Main, Indiranagar. Its location is to its advantage, walking distance from some great restaurants and pubs.\n\nThere are sweet and savoury waffle options on the menu, which is great. As we had come for dessert, we opted for the sweet ones. Good selection, I must say. We had the Dark Choco-chip waffle and the Deluxe Blueberry Waffle. Both were nice, well presented, the waffles were big and crisp, ice-creams were good too. Staff is decently courteous. They didn't have the Belgium Strawberry Waffle at the time, else this would have been our first preference.\n\nAll in all, we had a nice fulfilling waffle dessert! :)"", ""A nice cool place on the far end of the 12th main. Main item on the menu is waffles though they have limited variety of burger and sandwiches. The selection of waffles are mind blowing! They have savoury varieties too if one is not in the 'sweet' mood. Tried 4 varieties and milkshake too. It was excellent and a nice treat for the kids. Prices are slightly high but guess it's because of the location. Definitely a recommended place for occasional treat.""]"," 645  votes
"
"8/6, 1st Floor, Kensington Point, Ulsoor Road, Ulsoor, Bangalore",1,"Goan, Mangalorean, Pizza, Seafood",,ChurchStreet,"Home Delivery, Full Bar Available, Outdoor Seating, Valet Parking Available, Indoor Seating, Smoking Area, Table booking recommended, ","[5, 'Sea Food', 'Prawn Curry', 'Fish Curry', 'Caramel Custard', 'Pork Vindaloo', 'Cocktails', 'Beer']","[4, 'Friendly Staff', 'Prompt Service']","['12noon', '12midnight']",932,4.2                                     /5,https://www.zomato.com/bangalore/carnival-de-goa-ulsoor,Carnival de Goa,"['Lovely ambience, has got a open space and a closed ac place too. One can see the busy ulsoor area near 1MG Mall from the windows. The interiors are beautiful and very colorful. Coming to food, had chicken cutlet, which was mouthwatering. Tasted Crab Rachaedo too, I m personally not a fan of crabs so I m not justified to judge it. In main course, tried Mangalore style pulimunchi prawns with Appam, and it was delicious. In desserts, tried the infamous Bibinca with icecream and Dodol with icecream, which has the essential Coconut Jaggery taste. Both the deserts did full justice to their hype. What they really need to improve is their service time, which is huge. Apart from that, a great visit.', 'After watching Stand Up comedy in Tekhla Auditorium, my friend and I decided to visit this restaurant for some good seafood. This restaurant is located just 1 km away from the auditorium and has a great cozy ambiance. We ordered seafood pizza and crab soup. Seafood pizza was great with a good amount of toppings. Crab soup was spicy with good crab chunks. I would definitely visit this place again to try out more items. 🥰\n\nWith Sampad Rout', '週末のランチ時に初往訪。場所はコンラッドホテル前、同じ系列かステーキ専門店グリルハウスの真上。今にも止まりそうな旧式なエレベーターで上がるとお店がある。着座するとすかさず本日の海鮮をプレゼンしてくれる。ゴア料理専門店だけあって、通常のインド料理とは異なるメニュー構成。味も本格的。一点残念なのは、こちら下にバスの乗合場所となっているせいか騒音がかなり激しくまたホコリっぽいこと。']"," 1064  votes
"
"Devatha Plaza, Residency Road, Bangalore",100,Street Food,,ChurchStreet,"Home Delivery, Seating Not Available, Vegetarian Only, No Alcohol Available, ","[5, 'Sea Food', 'Prawn Curry', 'Fish Curry', 'Caramel Custard', 'Pork Vindaloo', 'Cocktails', 'Beer']","[4, 'Friendly Staff', 'Prompt Service']","['11am', '9pm']",3,3.7                                     /5,https://www.zomato.com/bangalore/calcutta-chats-residency-road,Calcutta Chats,"[""Good street food at minimum rates. I tried like 4-5 things from the menu and all of them were quite decent. I'd say though it'll be better if they use a little for curd in the dishes."", 'He is just a saviour for people living in bangalore and craving for the street food. He makes so good street food that you just feel like you have find something which was missing for so long from the life.', ""Ordered food. One of the worse chaats I have ever had (the taste had no relation to Calcutta whatsoever) - Had to throw away the Pani Puri and the churmur. Ate the Jhalmuri but the muri (rice crispies) where completely mellow and we're not cruncy at all."", ""Memories of me going to this place after school every other day. \n\nPick of the chats are - Raj Kachori, Samosa Chola, Churmur chat, Aloo Chat, Dahi Puri, Bhel Puri.\n\nVery North Indian types tastes for those who don't like the sweet  south Indian version of chats."", ""The most authentic Kolkata style chaat i have eaten in Bangalore. I had no idea they are listed in zomato. Will post more photos in the future.\n\nThe stall is in lower ground level in Devatha plaza, opp to Bishop Cotton's Boys school. I have been eating here since several years. Prices are pocket friendly and the chaat items tickle my taste buds all the time. They unfortunately do not have seating so i always have a takeaway.\n\nIf you happen to be in the vicinity, do try vada pav, samosas, aloo tikki with chole and gulab jamoons. Fried rice is for a quickie lunch option only and nothing to rave about. Customisations are promptly done. I am embarassed to say that i have forgotten to pay    in a hurry and the guys at the stall were understanding that it was not on purpose. Friendly folks!"", ""If you are not able to find Bengal most favourite snacks dishes here is the address for you. All food here is lip smacking. Inside Devata complex it's just a small stall.\n\xa0 Bon Appetite @Chef BB\n                                                chefbb.in"", 'This has been a place where I have visited to eat Chaats many times in the evenings.\n\nThe taste is much better compared to many of the other outlets that serve chaat in this area.\nThe price is also reasonable.\nI will always love the chaats here.', 'This is a stall in the Devatha Complex. Just go down the stairs and keep looking at those left most stalls. Opposite Chai Point, near the Florists.\nThis guy is a Bong and makes proper Calcutta Chat. Jhal Muri with him is as authentic as you get with mustard oil etc. Other chaats are also good. I personally like the humble masala puri (Mish mash of masalas in a watery base of puris and peas) as well as his Samosa Chaat. All in all, a good find for quick snacking in this area. No sitting, stand and eat!']"," Based on 21 votes
"
"218, Near BDA Complex, Double Road, Indiranagar, Bangalore",1,Mexican,,ChurchStreet,"City View, Indoor Seating, Kid Friendly, Vegan Options, Outdoor Seating, Table booking recommended, Gluten Free Options, ","[5, 'Nachos', 'Churros', 'Burrito Bowl', 'Enchiladas', 'Hot Chocolate', 'Salsa', 'Salad']","[4, 'Courteous Staff', 'Friendly Staff', 'Friendly Service']","['12noon', '11pm']",2485,4.4                                     /5,https://www.zomato.com/bangalore/chinita-real-mexican-food-indiranagar,Chinita Real Mexican Food,"['Grilled corn is something i crave for this chilled weather in Bangalore, This place serves grilled corn with loads of cheese and flavours. Roasted zucchini and corn served with tortillas and chopped zucchini and corn burrito bowl was really good but was a little spicy. Service is not that great. They took a lot of time to serve food.', ""Visited this place for lunch with my office colleagues. The place wasn't too crowded when we got there so that's a plus. We found a table we liked quickly. The ambience is decent, could be better. Coming to the food, we ordered mushroom Nachos, Tacos with beans and mushroom and caramelized onions, Burrito, and some drinks. The food was really good! The salsa and and the peanut dips were amazing, as was the guacamole. But the star of the show has to be Churros. I've had Churros at quite a places and liked some. But their preparation outdid everything I'd tasted earlier. The Churros were crisp from outside, soft inside, coated in sugar and drizzled with cinnamon. And they're served with chocolate dip! Best preparation I've had. I'd give it 5 starts but the ambience was slightly not upto what I expected. Nevertheless, the food and service and staff is brilliant. Definitely recommend! Would visit again soon and stuff myself with Churros 😃"", ""Well, heard about this Mexican place from a friend of mine.\nThis little place is a gem. Nice location and easy to find.\nThis restaurant serves only Mexican food, and good Mexican food.\nLoved the ambience of this place and so the service. Quick service and very responsive.\nTried out their, Beef grilled Taco's and Grilled Chicken Taco's.\nGrilled chicken tacos was good, but grilled beef taco was something amazing, I just loved it. So juicy and creamy, and the beef was very well cooked.\nWe ordered a drink made out of Tamarind, oh I tell you , it's very sour (obviously, Tamarind). I couldn't finish it. 😅\nPrices are very much reasonable.\nOverall experience was really good and a decent place to have Mexican food.\nChinita Real Mexican Food"", 'Decent place on top of a garage. Ambience is all wooden and lively. Light Mexican music in the background. Food is great. Tried the tosatadas, the enchilada and the hot chocolate.\n4 star because the whole area is split in two and inside, ambience is wierd.', 'Great place for a quick and filling bite. Tried two of their burritos, which were made well, would love to go back again for more. Very minimal yet decent ambiance, and helpful service staff.']"," 2794  votes
"
"2nd Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",2,"Italian, European, Mediterranean, Continental, Salad",,ChurchStreet,"Home Delivery, Full Bar Available, Mall Parking, Valet Parking Available, Outdoor Seating, Wifi, Table booking recommended, ","[5, 'Pasta', 'Pizza', 'Wine', 'Salad', 'Tiramisu', 'Sangria', 'Bruschettas']","[4, 'Courteous Staff', 'Friendly Staff', 'Prompt Service']","['12noon', '11:30pm']",1386,4.4                                     /5,https://www.zomato.com/bangalore/toscano-lavelle-road,Toscano,"['Lets talk about the good things first: amazing vibe, love the setting, the European feel of the place. We took a table that overlooked the lake, sipped a glass of wine each and really got transported to Italy! Wine was amazing. I had the rose sangria and my friend tried the mulled wine first and then the regular red wine. Presentation of the food was superb.\n\nThe bad part - the food!!! extremely average. Ive visited much better Italian places with rich quality of cheese, bread and vegetables. Tried the brusheta, an olive-Burrata dish, the pesto fettucini and garlic bread. Honestly - nothing stood out to me.', 'Toscano is one of my most favorite restaurants in Bangalore. The ambiance differs across outlets but the Lavelle road one was outstanding. It gives a European Summer feel.\n\nFood is absolutely brilliant, no doubt. Their salads are top-notch and can very rarely go wrong. They have great wine and when paired correctly with food is a gastronomical event. Oh, did I forget to mention the complimentary bread - perfecto. Perfectly baked bread means outstanding food.', 'Had their vegetariana Pizza which was amazing with perfect crust and veggies.\nAlso their Tiramisu was to die for. The presentation in terms of food was perfect and it gives you a feel of a perfect italian restaurant.\n\nFood: 4.5/5\nAmbience: 4/5\nCost: 4/5\nWorth: 4/5', 'Ambiance - 4.5/5\nFood- 4/5\nService- 4/5\n\nRomantic ambiance, more of European vibes,one of the best pizza I had in Banaglore, perfect location for a romantic date. The staff was very friendly.\nWorth the peny - outdoor seating. Would definitely recommend for someone looking out for a romantic dinner.', 'One of the best place to be at UB City if you love live music and good wine... The roast duck was amazingly done... Great ambience for a romantic candle light date. :)', ""Toscano's open-air seating under gazebos and leisurely service make them the perfect place for lazy weekend lunches.\nA very good selection pastas, risottos and salads. A special mention for their desserts which look brilliant apart from tasting great.""]"," 1961  votes
"
"8/6, Kensington Point, Ulsoor Road, Ulsoor, Bangalore",1,"American, Mexican, Italian, Steak",,ChurchStreet,"Home Delivery, Full Bar Available, Table booking recommended, Indoor Seating, Smoking Area, ","[5, 'Burgers', 'Beer', 'Cocktails', 'Buffalo Wings', 'Pasta', 'Chicken Steak', 'Beef Steak']","[4, 'Friendly Staff', 'Prompt Service']","['12noon', '12midnight']",623,4.1                                     /5,https://www.zomato.com/bangalore/the-grill-house-ulsoor,The Grill House,"['Our experience began by the staff taking 20 minutes and 4 reminders to serve us drinking water.\n\nThe steak was ""rubbery"" and served without fries. This too required a reminder which took another 15 minutes to get.\n\nNo sense of accountability or apology from the staff.\n\nUnfortunately a terribly wrong dining experience.', 'The grill house is a one stop for steak , grilled barbeque and more !\nThe ambience is lively and the view from the restaurant is amazing , be it the Conrad or 1MG and the gurudwara . 🔹In frame - Stuffed cottage cheese steak 🍴The steak was flavourful and juicy , the cottage cheese was fluffy and the vegetables were sautéed to perfection🥦🥕\n📍Place - The grill house , Ulsoor 💰Cost - Rs. 425 🔹Rate - 4/5 🔹 Personal Favourites - The Garden Burger , Jamaican cottage cheese cubes']"," 840  votes
"
"84, 13th Floor, Barton Center, MG Road, Bangalore",1,"Asian, Thai, Vietnamese",,ChurchStreet,"Home Delivery, Wheelchair Accessible, Full Bar Available, City View, Rooftop, LGBTQIA Friendly, Smoking Area, Valet Parking Available, Outdoor Seating, Table booking recommended, ","[5, 'Cocktails', 'Salad', 'Khao Suey', 'Malacca Curry', 'Mocktails', 'Nasi Goreng', 'Sangria']","[4, 'Courteous Staff', 'Friendly Staff']","['12:30pm', '3pm', '7pm', '11:30pm']",744,4.3                                     /5,https://www.zomato.com/bangalore/asean-on-the-edge-mg-road-bangalore,ASEAN - On The Edge,[]," 973  votes
"
"32, Annaswamy Mudaliar Road, Opposite Ulsoor Lake, Ulsoor, Bangalore",800,"Cafe, American, Continental, Steak",,ChurchStreet,"Home Delivery, Wine, Outdoor Seating, Indoor Seating, Brunch, Live Music, Pet Friendly, Table booking recommended, Smoking Area, ","[4, 'Burgers', 'Wine', 'Pasta', 'Coffee', 'Sangria', 'English Breakfast', 'Paratha']","[4, 'Courteous Staff', 'Friendly Staff']","['11am', '11pm']",396,3.9                                     /5,https://www.zomato.com/bangalore/urban-solace-ulsoor-bangalore,Urban Solace,"[""Visited urban solace today after almost 4+ years and it was such an absolute hit of nostalgia.\nEverything seems to be the same which I absolutely adore tbh. Today we just had their cold coffee and chocolate thick shake, which were both good. However, I do know that their cheese balls are amazing, so don't miss out on that.""]"," 489  votes
"
"42, Church Street, Bangalore",750,"Cafe, Continental, American",,ChurchStreet,"Home Delivery, No Alcohol Available, Table booking recommended, Live Sports Screening, Indoor Seating, Valet Parking Available, ","[4, 'Pasta', 'Burgers', 'Mocktails', 'Corn Nuggets', 'Hot Chocolate', 'Honey Chilli Chicken', 'Beef Burger']","[4, 'Courteous Staff', 'Friendly Staff', 'Valet Service']","['11am', '1am']",970,4.1                                     /5,https://www.zomato.com/bangalore/blow-church-street,BLOW,"['First thing about this place is that it smells like you’re in a hookah pot.\nSo you’ll like this place only if you’re ok with that smell.\nSecondly, they have valet parking.\nThe ambience is beautifully moderately lit and a cozy feel.\nService is great.\nDrinks were fresh and tasty.\nThe honey chilli potato was great, could have been more crispy.\nAmerican chopsuey wasn’t good enough.', 'On a dry day when all the pubs were closed at church street we landed up here. This is probably the only which serves hookah in the church street, mg road are. The hookah was really smooth it did not choke at all. It was on the pricier side. Food was good. Difficult to find place on weekends', ""The food here is good enough, but it's bit overpriced. Loved the Beef Burger. Also the hookah was worth 1000 bucks, my sincere request to restaurant management to reduce the price of hookah. Also liked the cheese fritters ."", 'White was awesome , the entire decor gives you an esctatic feel but they need to look into service , staff was clueless and we have to chase them for everything', ""BLOW is known for their hookah. They prepare it really well but it's expensive and the foods pretty average.\nTheir hookah costs 1000 on a weekday .\nThe way they present is really fancy and new which is impressive\nThe hot chocolate tasted really really good.\nAnd the chicken loaded fries was a 3/5 as the chicken was very chewy and not very appetizing.\nThe best thing about my lunch was the pasta and the schezwan fried rice.\nThey make good Oreo milkshake as well\nRecommend this place for hookah and good maincourse.\nIts a tad bit expensive but its worth it.\nIv visited quiet a few times with my friends and they seemed to like the food ☺️"", 'I went to BLOW on a Saturday afternoon and it did blow my mind away!\nThe place has an amazing ambience and the food is to die for!\nI visited the place with my husband and we ordered peach iced tea, pasta and cla-sik burger.\nEverything tasted awesome!', 'One of the amazing place, really loved it. The ambience is simple and elegant, it gives so much of comfort being here. Coolest place to hang with friends, the food as well as the taste is simply great, the staff is also cool and friendly here. I would definitely recommend this place for whose who love to spend quality time with mates.', 'Lovely place it is,and the location is also easily identifiable.\nThey serve really good food too.\nThough I like open hookah places still I am fond of this place. ❤️❤️', ""They have really good burgers. Even though they don't give any nice dip. If you want a nice cozy place to chill and do hookah. Then you should definitely visit.\nTried their ceaser sald was not that great.\nTheir honey chilli chicken was really good.""]"," 1134  votes
"
"Level 4, 1 MG Road Mall, Trinity Circle, MG Road, Bangalore",1,"Cafe, Healthy Food, Sandwich",,ChurchStreet,"Breakfast, Home Delivery, Mall Parking, Indoor Seating, Self Service, Vegan Options, Desserts and Bakes, ","[4, 'Salad', 'Sandwich', 'Pasta', 'Tea', 'Coffee', 'Jasmine Rice', 'Cheesecake']",,"['10am', '10pm']",193,3.9                                     /5,https://www.zomato.com/bangalore/the-café-by-foodhall-1-mg-road-bangalore,The Café By Foodhall,"['I love the food here! Always have! Tried the guacamole greens, Arabiatta pasta and Falafel bowl yesterday for lunch. Great food. great quality and always fresh.\nOnly reason for 1 star is the cutlery!!! We kept spilling the salad everytime because of the bad quality fork (made of papery wood). Please get good glass/steel cutlery if you want to run a restaurant thats not only delivery!', 'A great place with great food. The flavours and ingredients are good and fresh. I loved the Mushroom Fettuccini and Chicken Ceaser. The Spaghetti Al Pesto was not to my taste. Overall I had a great time and there are a lot of things to buy from there as well!']"," 140  votes
"
