restaurant_link,locality,restaurant_name,photos_taken,rating,votes,cuisines,approx_cost_for_2,opening_timings,address,more_info,most_liked_Food,most_liked_Service,reviews
https://www.zomato.com/bangalore/indian-spice-food-ulsoor-bangalore,ChurchStreet,Indian Spice Food,4,3.6                                     /5," 103  votes
","North Indian, Chinese",300,"['12:30pm', '11pm']","21, KK Street, Someshwarpura, Ulsoor, Bangalore","Home Delivery, Free Parking, Indoor Seating, ","[5, 'Cocktails', 'Pork Belly', 'Crab Sushi', 'Stuffed Mushroom', 'Mushroom Ramen', 'Maki Roll', 'Dumplings']","[4, 'Courteous Staff', 'Courteous Service', 'Friendly Staff']","[""I ordered fried rice combo from zomato, quantity is good. But taste is very bad. I'll not recommended this restaurant for my next order.....\n\nI tried yesterday, they didn't improve the quality...""]"
https://www.zomato.com/bangalore/sanadige-goldfinch-hotel-seshadripuram,ChurchStreet,Sanadige - Goldfinch Hotel,268,4.0                                     /5," 465  votes
","Kerala, Mangalorean, Maharashtrian, Goan, Seafood",1,"['12noon', '3:30pm', '7pm', '11:30pm']","Goldfinch Hotel, 32/3, Crescent Road, Off Race Course Road, Near Shivananda Circle, Seshadripuram, Bangalore","Wheelchair Accessible, Full Bar Available, Outdoor Seating, Valet Parking Available, Indoor Seating, Table booking recommended, ","[4, 'Sea Food', 'Fish', 'Neer Dosa', 'Prawn Ghee Roast', 'Murgh Ghee Roast', 'Appam', 'Crab Soup']","[4, 'Courteous Staff', 'Friendly Staff', 'Valet Service']","['High menu pricing but poor returns that does not meet basic guest expectations. There are other better places around town. Avoid Sanadige at all cost.', '', '', '', 'Worst service, decent food, not worth your time.and money.', '', 'While the food is decent, the service quality is really second rate. This was my third visit and the services quality seems to have deteriorated with each visit, takes the joy of a good meal away.', '', ""Called the restaurant they said no fish thali on my weekends and on evenings.... available only Mon to Friday (lunch), booked a fish thali for two today, which is a Wednesday and they tell us, no fish thali, then we order for a crab ghee roast and they say after fifteen minutes, we don't have crab, we ask for a prawn ghee roast, they mess up that too and make a prawn masala fry instead of a ghee roast, they don't understand/ listen to the customer, they push you to buy pomfret which is the most expensive on the list and if you don't want it then they don't give a damn about you or your order!!!\n\nAwful staff, awful food awful I'm every possible way, do not go to Sanadige even if they serve you free food, it's that disgusting!!"", 'Way too expensive.. RS 750 for a prawn Biriyani? The menu prices itself is a big joke and we get better food and price in 5star hotel.. they think they are running a 7 star hotel']"
https://www.zomato.com/bangalore/sri-mookambika-bhavan-brigade-road-bangalore,ChurchStreet,Sri Mookambika Bhavan,2,3.4                                     /5," Based on 5 votes
",South Indian,150,"['7:30am', '10:30pm']","41, Markam Main Road, Ashok Nagar, Brigade Road, Bangalore","Home Delivery, Standing Tables, Indoor Seating, ","[4, 'Sea Food', 'Fish', 'Neer Dosa', 'Prawn Ghee Roast', 'Murgh Ghee Roast', 'Appam', 'Crab Soup']","[4, 'Courteous Staff', 'Friendly Staff', 'Valet Service']","['', '', '']"
https://www.zomato.com/bangalore/indian-chicken-biryani-point-richmond-road,ChurchStreet,Indian Chicken Biryani Point,4,3.1                                     /5," Based on 23 votes
","Chinese, South Indian",150,"['10am', '11pm']","117, Neelasandra Bazar Street, Rose Garden Bus Stop, Richmond Road, Bangalore","Home Delivery, Indoor Seating, ","[4, 'Sea Food', 'Fish', 'Neer Dosa', 'Prawn Ghee Roast', 'Murgh Ghee Roast', 'Appam', 'Crab Soup']","[4, 'Courteous Staff', 'Friendly Staff', 'Valet Service']","['Muthanallur bus stand', '', 'Chicken fried rice was not worth the price. With the fried rice, I had ordered boneless chicken, the pieces of which were very tiny. I would not recommend this place.\nThank you.', 'Taste was not that good, could have got much better Briyani for that price. But just wanted to try out that restaurant I actually ordered from there....', 'food is very poor', 'ordered 2 kabab got just one plate', 'We ordered 4 paratha, but they delivered only 2.']"
https://www.zomato.com/bangalore/new-kudla-family-resturant-mg-road-bangalore,ChurchStreet,New Kudla Family Resturant,11,3.6                                     /5," 18  votes
","North Indian, Chinese",450,"['12noon', '4pm', '6:30pm', '11pm']","142, Trinity Complex, Near Lido Mall, MG Road, Bangalore","Home Delivery, No Alcohol Available, Indoor Seating, ","[4, 'Sea Food', 'Fish', 'Neer Dosa', 'Prawn Ghee Roast', 'Murgh Ghee Roast', 'Appam', 'Crab Soup']","[4, 'Courteous Staff', 'Friendly Staff', 'Valet Service']","['', 'I ordered a chicken pepper dry from here. It had around 6-7 pieces. The chicken was cripsy and spicy. Loved it😘', ""It's good food in trinity circle and value for money.. but this hotel is small hotel total number of site's is 20 only... here chicken biryani 100 rupees quantity also like that only test is good.. card payment frequently not working here so please take cash for safety purpose lol.... comes to maintains and service... here maintains is only one person... he only good behaviour with customers remaining people simply calm.. average clean table and plates."", 'A good option on MG ROAD , after a nice weekend out roaming and if you are specifically looking out for mangalorean cuisine , this is the place ! Not an outstanding taste or ambience , however , not totally bad either !', 'very strange i ordered food from Zomato and i am getting food delivered with swiggy sticker from zomato guy.\xa0 I guess is this the real order or have they picked it from local roadside stall and in hurry burry have added this sticker. Even food was too oily and tasteless.']"
https://www.zomato.com/bangalore/chichabas-taj-frazer-town,ChurchStreet,Chichaba's Taj,355,4.1                                     /5," 507  votes
","North Indian, Mughlai, Ice Cream, Beverages, Biryani",600,"['12noon', '11:30pm']","50, MM Road, Frazer Town, Bangalore","Home Delivery, Indoor Seating, ","[4, 'Mutton Biryani', 'Phirni', 'Chicken Kebab', 'Paya Soup', 'Bheja Masala', 'Mutton Seekh', 'Chicken Grill']","[4, 'Friendly Staff', 'Prompt Service']","['So here is some exciting news for meat lovers.\nNearly 8 decade old restaurant is rebranded as @tajbychichabas and ready to satisfy your taste buds with their mind-blowing new menu. This is going to be feast for the non vegitarians, they have veraity of items starting from Mutton sheek kebab to Super Hot Chicken Biriyani. We tried below items which super tasty.\n1. Mutton Sheek Kebab.\n2. Kumbh Shaan A aam.\n3. Lal Mirch Pannir Ki phaal.\n4. Ande ka Phaal.\n5. Paaya.\n6. Nalli Nihari.\n7. Butter Chicken.\n8. Biriyani.\n9. Matka Firni (Desert)\n10. Ande ki methai (Desert)\nI definitely recommend you to this restaurant for the lip smacking non vegitarian cusines. The ambience is good, service is appreciably. Quick service and prompt response.\nBhakasura Rating : 5/5', 'I have been eating from this place for donkey’s years and I wonder how I missed on reviewing them. Luckily I happen to visit them on the day they were renaming themselves to what they are famously known\xa0 as ‘Taj Hotel’ back to their old days glories. From childhood Taj hotel has always been a choice for not just me but my entire family it was always our go to place when it comes to the yummy biryanis their kebabs and many other dishes that they are famous for. It was nice to see this modern concept get a traditional name just like how it was in Shivaji Nagar.\n                                                ...Read full post on younus.in', 'We reached here on a Sunday afternoon around 12:30 for a brunch, it was less crowded at that time and they served us very quickly. We liked mutton biriyani and chicken kabab.', 'We visited on a weekday night around 8pm and not much rush. We ordered their mutton briyani and chicken kabab. Their desserts in the menu was not available. Food were not spicy, good in taste. Kababs were bit more oily. Value for money while using Zomato gold.']"
https://www.zomato.com/bangalore/imperial-restaurant-koramangala-6th-block,ChurchStreet,Imperial Restaurant,111,3.7                                     /5," 274  votes
","Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",800,"['12:30pm', '2am']","47, 6th Cross, 6th Block, Koramangala 6th Block, Bangalore","Home Delivery, Table booking recommended, Indoor Seating, ","[3, 'Chicken Grill', 'Shawarma', 'Ghee Rice', 'Chicken Butter Masala', 'Tandoori Chicken', 'Mutton Biryani', 'Chicken Kebab']","[4, 'Friendly Staff']","['I visited their all outlets.the food taste is same everywhere.I love this place always. thandoori chicken and ghee rice is my favourite here.they provide a complimentary gravy along with ghee rice is superb!!. Mutton Brain dry must try.its awesome tastes.little disappointed with their chicken biriyani,rice is over cooked.better try mutton dum biriyani instead of chicken biriyani.']"
https://www.zomato.com/bangalore/the-good-bowl-vasanth-nagar-bangalore,ChurchStreet,The Good Bowl,57,3.8                                     /5," 55  votes
","Asian, Biryani, North Indian, Desserts",500,"['10am', '1am']","17, 1st Floor 1st Main Road, Vasanth Nagar, Bangalore","Home Delivery, ","[4, 'Chocolava Cake', 'Butter Chicken Bowl']",,"['Got a complementary from The good bowl, paneer rice bowl was good but could have added more spicy taste and the veggies could have baked a bit more. Dhal makhni rice had no spicy taste and it seemed plain rice. Packaging was very good and the delivery was quick.']"
https://www.zomato.com/bangalore/srinidhi-sagar-food-line-indiranagar,ChurchStreet,Srinidhi Sagar Food Line,82,3.7                                     /5," 143  votes
","South Indian, North Indian, Chinese",250,"['7am', '10pm']","68, Appareddy Palya, Near ESI Hospital, HAL 2nd Stage, Double Road, Indiranagar, Bangalore","Breakfast, Home Delivery, Vegetarian Only, Indoor Seating, ","[4, 'Vada', 'Filtered Coffee', 'Cheese Masala Dosa']",,['Been here during my stay at Indiranagar.\nIts a popular self service restaurant in this vicinity especially for South Indian cuisine.\nAmbience is very standard.\n\nA nice place for breakfast or evening snacks.\nThe only major disappointment was the time taken from order placement to food readiness.\n\nHad ordered below for our brunch\n\nPaper Plain Dosa\nRawa Masala Dosa\nMasala Dosa\nChinese Combo Meal\nBadam Milk\nand\nPineapple Juice\n\nFood 3.3 out of 5.0\nAmbience 2.5 out of 5.0\nValue for Money 3.2 out of 5.0\n\nThe top two food items will recommend.']
https://www.zomato.com/bangalore/sodabottleopenerwala-lavelle-road-bangalore,ChurchStreet,SodaBottleOpenerWala,5630,4.5                                     /5," 4399  votes
","Parsi, North Indian, Iranian, Maharashtrian, Desserts, Beverages",2,"['11:30am', '12midnight']","25/4, Opposite Harley Davidson Showroom, Lavelle Road, Bangalore","Home Delivery, Wheelchair Accessible, Full Bar Available, Table booking recommended, Indoor Seating, ","[5, 'Cocktails', 'Berry Pulao', 'Vada Pav', 'Raspberry Soda', 'Keema Pav', 'Chicken Farcha', 'Irani Chai']","[4, 'Courteous Staff', 'Friendly Staff', 'Courteous Service']","['Yummy Parsi Food. A must try place in Bangalore. Special mention of Mr. Gopal who explain well about the place and signature dishes which we should try. Very friendly and supportive person. Prompt in service. Over all an amazing experience 😊', 'Was waiting for my friends to join me for dinner and I was early\nEnded up going to SodaBottleOpenerWala and had wonderful Irani chai and bun maska \nIt was 6 in the evening and it only added to the tea experience!!\n\nWould love to visit more and enjoy each one of the dishes in the menu', 'The Best Parsi Restaurant in Bangalore. As it was Tea Time, we could try only Irani Chai, Bun Maska and Ginger Biscuit.  Irani Chai was perfect and refreshing. Bun Maska was authentic and light. Ginger Biscuit was crispy and good. \n\nOur host Mr. Karthik Nair was very polite and friendly and helping us to know the Parsi Dish. The Restaurant has good ambience with old Hindi Music in the background. Friendly Staff and good hospitality by the Management. Perfect place to have tea. \n\nWill visit again for main course - Vegetable Berry Pulao. Thanks for providing good food.', 'Soda bottle opener wala has this old Bombay Parsi style ambiance with Bollywood songs playing in the background which I think is such a good ambiance. I personally loved their mocktails, they were refreshing and just delicious.  I was here to try their monsoon menu. Some of the chaats were good but some were average. Overall a must visit if you’re into Bombay and Parsi food 😍', ""First and foremost big thanks to Chandrakala ( hostess)for her great hospitality.Moment you step in , her lovely smile and greeting will melt your heart,though she can't talk but made a huge impact to entire experience.Second comes the decor ,look and feel of restaurant gives you happy happy feel cz of its colourful theme.Third comes to food part which I would say not great but yes we loved it .It was a pleasent experience. We tried tawa paneer combo which is good enough for small eaters ,can share between two. Must try if you haven't yet ."", ""What an amazing place. I have undermine this place for some time . When I visited this place for my sat dinner scene. The dj is so amazing , he plays evergreen Hindi songs . It so happened many a time ki the whole crowd started singing with the song. It's a small restaurant on Lavelle road . But I really loved this place .\n\nThe food is also yum and delicious.\nTawa paneer masala : This is 1st time, I had paneer with pav . I love thisbodd combination. The paneer was soft and delicious.\n\nBhel: oh ! It reminded me of street style bhel which you get in North India. My mind can still recall that yummy tangy taste with spicy green chatney and red chatney 😋🤤"", ""A little pricy but amazing Parsi food\n\nUnlike Mumbai and Pune where you have a variety of options to relish Parsi food, Bangalore has few, and among them Soda Bottle stands out. Surely it's pricey no doubt, but the offerings and their quality are class apart. While the mutton berry pulao and chicken baida roti are my go to favs, I tried their thali this time, and it was totally worth it. The distinct flavours just stay on with you for days, and it's been some 20 times I've been here, and yet it's food is always amazing.\n\nOnly complain would be that stuff has gotten really pricey, and while that's ok for some food items, may be the dessert prices need a careful consideration as I feel they are quite overpriced."", 'Totally disappointed, with the place , really expected a lot from this palace , mocktail s were not upto the mark and staff was not active and did not respond to us on call \n\nStarters were also on average scale and its a small compared on photos on the reviews \n\nOverall dissatisfied today at place', 'Finally made it here on Navroze\nLoved the ambience so so bawa very esthetically done up\nNice feel good factor 😃\nThe food is a mix of Parsi and a bit of Indian with a twist\n\nFor starters we had the akuri yummy creamy and made to perfection\nThe kheema pav good and the mutton Patticr pretty good\nThe berry pulao could have been better\nVery different farchas but nice\nThe salli boti good\nThe special Navroze Thali was nice and filling and a nice experience and as close to how you get it at special functions in Mumbai\nThe Lagan nu custard was good\n\nThe only let down sadly was the service wish it could be better and faster\n\nSpecial mention to the sweet efficient receptionist who lead us to our table\nThank you team for a nice Lunch']"
https://www.zomato.com/bangalore/amritsari-kulcha-restaurant-ulsoor-bangalore,ChurchStreet,Amritsari Kulcha & Restaurant,37,3.8                                     /5," 160  votes
",North Indian,150,"['8am', '3pm', '7pm', '11pm']","41, Palani Mudaliar Street, Halasuru, Ulsoor, Bangalore","Breakfast, Home Delivery, Vegetarian Only, Indoor Seating, ","[4, 'Lassi', 'Amritsari Kulcha', 'Chole', 'Paratha', 'Mixed Kulcha', 'Aloo Kulcha']",,"[""The chole we received is literally water. I have attached the photo also and best part Zomato chat doesn't even care about the same.\nExtremely poor service from both restaurant and Zomato.\nBIG THUMBS DOWN. Never order from here\nWaste of 300 bucks"", ""Amritsari kulcha! I loved my experience here, got here around 2pm today and we quickly ordered a paneer kulcha, mix kulcha with sweet & rose lassi. The lassi, so thick, so luscious, must have! The rose lassi isn't as thick but that's really delicious as well.\nThe kulchas arrived quickly and they were made hot and fresh with a dollop of butter, absolutely yum! Huge thumbs up for this place!\n\nFood: 4.5/5\nService: 4.5/5\nAmbience: 4/5\nValue for money: 5/5.""]"
https://www.zomato.com/bangalore/baba-chatkora-koramangala-6th-block-bangalore,ChurchStreet,Baba Chatkora,700,4.2                                     /5," 910  votes
",North Indian,150,"['12noon', '11pm']","112, 6th Cross, 6th Block, Koramangala, Bangalore","Home Delivery, Vegetarian Only, Table booking not available, Outdoor Seating, Smoking Area, Indoor Seating, ","[5, 'Matka Lassi', 'Chole', 'Malai Chaap', 'Amritsari Kulcha', 'Onion Kulcha', 'Shikanji', 'Afghani Chaap']","[4, 'Friendly Staff']","['Visited this place for a dinner and had a great time. Ambiance of the place is very good. Tried masala chaap and paneer kulcha. Service is pretty average here. Coming to taste it was my first time tasting chaap and I absolutely loved it and the kulcha is also pretty good. Overall I really enjoyed my visit here and definitely looking forward to visiting it again. Cheers!!!...', ""After very long I ate so good kulcha. I haven't expecting such a great taste just like North. Good staff. Just a little slow service. The taste of kulcha is too yumm. And lassi is too amazing. A pure punjabi experience.\nValue for money -5/5\nQuality and quantity -5/5\nAmbience - 5/5"", 'Crowded fast food kind of vibe, lachcha paratha and BC kulcha was decent. But drinks were way too sweet. Okay to have a meal when you want something quick to eat... But the food is very heavy and felt a bit too stuffed... Good as an experiment, but nothing to repeat soon.', 'If you like Delhi soya chaap varieties, this place is a must visit for you. They have multiple variety of soya chaap and kulche which are served with chole and chatni. The taste, the flavor and the look all were tempting and satisfying.\nThey also have proper ala cárte meals with options of different gravies and breads.\n\nCons - 20-25 seating only and No parking. Parking will be in road if you get space.']"
https://www.zomato.com/bangalore/mazaydaar-1-frazer-town-bangalore,ChurchStreet,Mazaydaar,6,3.6                                     /5," Based on 19 votes
","North Indian, Chinese, Biryani",350,"['12noon', '12midnight']","86, MM Road, Frazer Town, Bangalore","Home Delivery, Standing Tables, ","[5, 'Matka Lassi', 'Chole', 'Malai Chaap', 'Amritsari Kulcha', 'Onion Kulcha', 'Shikanji', 'Afghani Chaap']","[4, 'Friendly Staff']","['', 'Mazaydaar is probably the best، most affordable، tasty restaurant I have ever tasted food from. They are a class apart from the rest of the players. Hats off Mazaydaar! Keep it up. Maintain the same taste and quality throughout.', '', 'Every thing here is definitely worth a try and the try will only multiply 😋 the name says it all.', 'Really best food...i ordered food from zomato really food was good taste and good packing.its my favourite restaurent which i feel awesome..', '', '', '', '', '']"
https://www.zomato.com/bangalore/bangaliana-indiranagar-bangalore,ChurchStreet,Bangaliana,4,3.7                                     /5," 29  votes
",Bengali,500,"['11am', '11pm']","Shop 294, Ground Floor, TM Commercial Complex, 6th Main, HAL 2nd Stage, Indiranagar, Bangalore","Home Delivery, ","[5, 'Matka Lassi', 'Chole', 'Malai Chaap', 'Amritsari Kulcha', 'Onion Kulcha', 'Shikanji', 'Afghani Chaap']","[4, 'Friendly Staff']","[""I really liked the Biriyani from this place. Though it was a little dry, but that is how Kolkata style Biriyani is, right? Moreover, I'm writing this because last night I ordered and in the package they wrote that they were really sorry for not being able to give a piece of aloo and excganged it with another piece of Chicken. Great thought, and amazing experience. Kudos !"", 'I had ordered for fish kabiraji from here.guess this restaurant gets salt supply for free.this is not judging them by one incident.in the past too I have ordered for fish curry and the same experience!!!stop being so generous while using salt chef!makes the whole meal experience bitterly salty so much so that u prefer to starve than to eat this food', ""Ordered 2 times from this restaurant. Everytime i am statisfied. Awsome food..they have exact taste of bengal, which i didn't found in any other restaurant."", 'I have never been to this place, but have ordered a few times from this place.\n\nLast day I ordered :\n\n*Mutton Cutler - 1 pc\n* Radhaballavi and Aloo Dum\n\nBoth were decent , though my expectation was higher!\n\nP.S : Can work more on the packaging!', 'I ordered a cream based prawn gravy as it sounded nice. It was sweet like dessert - I could taste the high amount of sugar and cardamom that over powered the taste of anything else. The quantity was so little for charging me 300 - 5 pieces of medium sized shrimp. I had to throw away the gravy  anyway as it was so bad.', 'I love your food ,my colleague ordered food two times for me and being an Odia guy I love the food.Odia food and Bengal food recipe almost same.', 'My honest review rate will be 3.5 but no option for 0.5 , ordered 🦀 crab masala from zomato it was tasty and Ofcourse it was an experiment with the Bangaliana. \nAm satisfied with food 🥘 \n\nThey have two option in crab 🦀 like crab masala and crab jhol . Crab masala is good and was fresh crab cooked with proper spicy curry 🍛', 'All foods are very costly compare to quantities, taste from other restaurants. Delivery and packing charges also too high.. If possible see and understand the business of empire restaurants..', 'Favourite Sunday lunch option. Fish fry, dal, aloo posto, bhetki paturi. Everything was good and fresh. Packed in an efficient manner. Worth the money. I have visited their kormangala outlet and loved the seating area also although it used to get crowded during weekends. Worth the pocket pinch. Recommend !!', 'Medium Quality. The spices were not cooked properly.']"
https://www.zomato.com/bangalore/flaspo-fruit-flavoured-sponge-cakes-indiranagar-bangalore,ChurchStreet,Flaspo - Fruit Flavoured Sponge Cakes,65,4.3                                     /5," Based on 61 votes
","Bakery, Desserts",300,"['8am', '3am']","188/1, 6th Main Road, Opposite AXON Hospital, Defence Colony, Indiranagar, Bangalore","Home Delivery, Desserts and Bakes, ","[4, 'Sponge Cake']",,"[""Now a days we are bored of cream cakes which are full of sugary compounds, in that scenario flaspo spongy cakes have more cake and less cream. They have varieties of fruit flavoured mini Spong cakes and fruit jars, assorted spongy cakes. The cakes as soft as sponge, but really Delicious .\nI tried carrot and baby coffee flaspo cakes which were full of flavours and way too soft, even the banana sponge cake was really authentic, like homemade mom's cake. The double layered spongy cake with one layer of cream and choco chips as toppings was cute and Delicious.\n..I also got to try some of their fruit jars like lemon jar cake with layers of cake and vanilla butter cream with pineapple jam which was a delight..\n...loved the concept of these healthy spongy cakes with no cream, which actually spoils the mood.. Make your special occassions merrier with these spongy cakes from flaspo.."", ""Flaspo, stands for flavoured sponge cakes. And Boy.! they do complete justice to the name. They have very nice sponge cakes up their sleeve.\nI like such speciality outlets, they don't claim to make everything, but whatever they make, they make it right😃.\nIn today's world filled with umpteen number of pastry options, decent sponge cakes are a welcome change. They serve about 7 flavours, we tried four of them.\nCoffee and banana are our favourites, other two were equally good. It is just the matter of personal choice. They offer the mini versions for a quick dessert order and also have full sized cakes.\nWe got this delivered to our place.\nTaste: 4/5\nVFM: 3.5/5\nPackaging: 3.5/5 ( it came in a neatly packed in right sized boxes and the cakes were intact, though i feel they can use a little more eco-friendly plain cardboard boxes since they would be doing a lot of deliveries)"", 'Life is too short to say no to cakes.\nAbsolutely true 😉\nYesterday, I had an opportunity to experience flavoured sponge cakes from Flaspo.\nThey have their own fruit flavoured cakes as their signature items. I tried out Banana, Carrot, Lemon and Coffee flavours.\nI liked all of these, but pick of them would be Coffee and Banana. They were having a special attraction with regard to aroma and taste.\nIt was a pleasant experience and I am sure that they can delight more customers!', ""To be honest, I was a little doubtful about the taste this unique concept was going to bring with it, but after trying it, I'm AMAZED.\nFlaspo offers a great variety of sponge cakes (less cream) that are infused with flavor with the help of fruits, coffee etc.\nThe products are SO FRESH that even when I got them delivered at my place, I could easily enjoy these delicacies for 2-3 days straight without a stale essence playing with my taste buds- FULL MARKS FOR THAT.\n\nAs these cakes have less/no cream, I find them to be perfect with a hot cup of coffee to enjoy the pleasant weather of Bengaluru. They are soft, they are delicious and they are easily accessible in the comfort zone of your house. What more could one ask for?\nGood work there, Flaspo! 🌈"", ""It was my birthday recently and my friends ordered a cake from Flaspo. So the idea is that these are sponge cakes, low on cream. I wouldn't lie but I was pretty skeptical about the taste when I heard the description.\xa0\n\nAlthough when I tried it, I loved it to the core. It has just the right amount of cream to make the cake moist and still not have it smothered all over. It tastes amazing and they have quite a few flavours to try from.\xa0\n\nAlso, it was amzing how they had a printed edible sugar layer on the cake for the wishes (of sorts) which adds to the look of it.\xa0\n\nDefinitely going to order more cakes from here in future.\xa0\n\nBTW the one we ordered was a Lamington Cake."", '#NewinTown  Flaspo cakes recently opened their stores in and serves amazing sponge cakes and jar cakes. \n\nWho doesn’t like cake without excessive cream? And that’s what their thought process is, they serve variety of flavoured sponge cakes with no or minimal cream so that you can eat more n more without intake of much calories. \nI tried their coffee baby flaspo, banana and carrot cake and lemon cake jar. The cakes were soft and fluffy, amazing flavours. Lemon jar cake was super delightful.', ""Super soft and spongy cakes that are an absolute delight ! Loved the carrot sponge cake and the banana sponge cake! Couldn't stop once I started ! 😄 The cake jars were okayish but they were fresh! The sponge cakes are a definite must have!"", 'Some good cakes here guys!! I tried the carrot cake and banana cake. They were really fresh and tasted good. It had a very baked at home sort of a taste which was nice. I also tried some jar cakes and they were yummy. Something that children would really enjoy having. Good taste and great service.', ""Here to one of the place where you can absolutely take a pit stop and order or even order from this place for the baby cakes and some lovely Spong cakes!\n\nI'm in so love with these cakes since they do not have excess cream and it gives some original natural flavours and refresh the mouth with the flavors you choose.\n\nDo try them it's great for gifting someone or pampering your sweet tooth or to the loved ones."", 'Flaspo cake is new in town and they are already doing amazing. I love the taste of their cakes. Spongy and fluffy. The cream is also excellent quality. Small size portions are just perfect for everyone. Also, they have egg and eggless varieties for all their cake, which makes life easier for vegetarians. The heart shape sandwich cake is my favorite\n                                                keepitstylishdayita.com']"
https://www.zomato.com/bangalore/roshan-taj-1-ulsoor-bangalore,ChurchStreet,Roshan Taj,7,3.1                                     /5," Based on 4 votes
","Chinese, North Indian",300,"['7am', '10pm']","16/2, Sadashiva Mudaliar Road, Ulsoor, Bangalore","Home Delivery, Indoor Seating, ","[4, 'Sponge Cake']",,"['Tasty food in ulsoor tried their live parotas kalmi kebab and Chicken biryani good parking facility in busy main road near halasuru metro station', 'Good place to dine in and affordable cost, personally felt worth for money, and good part is its easy to access from any part of Ulsoor.\xa0\nAll the best,']"
https://www.zomato.com/bangalore/yogi-sthaan-indiranagar-bangalore,ChurchStreet,Yogi-sthaan,1334,4.2                                     /5," 1304  votes
","Cafe, Healthy Food, Salad, Beverages",700,"['8am', '9:30pm']","89, Near BDA Complex, 11th Cross, 60 Feet Road, Off Double Road, Indiranagar, Bangalore","Breakfast, Home Delivery, Vegetarian Only, No Alcohol Available, Wifi, Indoor Seating, Free Wifi, Kid Friendly, Outdoor Seating, Pet Friendly, ","[5, 'Salad', 'Sandwich', 'Pasta', 'Tea', 'Burgers', 'Poha', 'Paratha']","[4, 'Courteous Staff', 'Friendly Staff']","['This place tops my list of breakfast place in Bangalore. So different from the rest, calm, laid back , clean and healthy. It takes you back in time where life was all about eating in peace and eating right. It also happens to be a pet friendly place, and that’s why it further more special to me. One must try them when in Bangalore', 'Is eating out and eating healthy a myth ?\nNot at all ...specially at this Yoga studio cum cafe .\nThe ambiance calm , serene and the decor very refreshing .\n\nA place you can spend hours without being disturbed . So if you want to spend some ME time... this is the place. ..btw they also have a cute library.\nEvery thing in this place has a charm of its own ...\nEverything served is fresh , organic and healthy ...even the cutlery they serve in is in brass and copper only .\nI tried the sandwich platter and the salads . Yum and healthy is a amazing combination ...eat with out guilt ...\nOh yes ! You cannot enter this place with your foot wear and that definitely was the first time for me !\nSo visit this cafe to Find the Yogi in You ;-)', ""A hidden gem I would say, though many of you might heard about the place but m sure because of its location it's not all fully known or explored..One good thing of this is it's less crowded and you can feel the calmness, stillness and serenity of this place..This is basically yoga studio n cafe..All the items in the menu are healthy..instead of sugar they use jaggery/honey..As most of these place I explore alone so not able to taste much options..I tried what has been written as must try..multigrain bread with ghee and jaggery and blv me I never knew we can have toast of ghee n jaggery..It's so good!! This is definitely must try..\n\nFood : 5/5\nAmbience : 5/5\nService : 5/5\nValue for money : 5/5\n\nIn case if you want to spend some me time, having your own company then this would the best place..Grab a book from their shelf and enjoy..Oh yes it also has one small boutique.."", 'This place has amazing ambience. The ambience is very different and the place is serene. You can sit there for hours and have fun.\nOne thing I like about this place is that they serve very healthy food.\n\nI have tried oven roasted vegetable sandwich and it was very healthy.\nPasta was ordinary and yes different from the other places pasta.\ncoco mousse was ordinary.\nMango smoothie was ordinary.\n\nAmbience 5/5\nFood 4/5\nstaff 4/5']"
https://www.zomato.com/bangalore/kai-pakkuvam-koramangala-8th-block-bangalore,ChurchStreet,Kai Pakkuvam,1,NA,NA,"Biryani, Chinese",250,"['12noon', '10:30pm']","12, 4th Cross, Pothalappa Garden, Near Mico Adugodi, Koramangala 8th Block, Bangalore","Delivery Only, ","[5, 'Salad', 'Sandwich', 'Pasta', 'Tea', 'Burgers', 'Poha', 'Paratha']","[4, 'Courteous Staff', 'Friendly Staff']","['Best for people who loves home food', '', '', '', '']"
