restaurant_link,locality,restaurant_name,photos_taken,rating,votes,cuisines,approx_cost_for_2,opening_timings,address,more_info,known_for,most_liked_Food,reviews
https://www.zomato.com/bangalore/krispy-kreme-indiranagar,Indiranagar,Krispy Kreme,237,4.0                                     /5," 295  votes
","Desserts, Beverages",500,"['10am', '11pm']","788, Near Sony Centre, 12th Main, HAL, Stage 2, Off 100 Feet Road, Indiranagar, Bangalore","Breakfast, Home Delivery, Vegetarian Only, Desserts and Bakes, Indoor Seating, ",,"[4, 'Donut', 'Filtered Coffee', 'Cookie Crunch', 'Custard', 'Hot Chocolate', 'Hot Coffee', 'Latte']","['', '', 'Must try\nKitKat donuts\nChocolate gazed\n\nQuality : 4/5\nAmbience :3/5\nService:3/5\n\nBest doughnuts in town , tasted rightly sugared & spongy.\n\nThe original glazed is a must try and one of my favorites \n\nLooking forward for more  new flavour.\n\nWill visit again', '', '', 'Happen to take a detour from work and landed up here. We tried 3 of their donuts and one sweet coffee.\nThe staff is nice and courteous.\n🔸The original glazed is a must try. Just tell you about the softness of the donut.\n🔸The chocolate Overloaded is another best one.\n🔸I tried the lemon glazed filled and loved it.\nIt is rarely available but loved that one.\n                                                foodndestinations.com', 'Horrible experience. Very rude and arrogant staff, don’t think I want to go back here ever again. Shouts at and mocks the customer. He made a mistake and cancelled the payment and blamed it on the customer. Maybe you should hire people who actually know the job, Krispy Kreme', 'Be very sure on what you buy. I just bought a Powered Strawberry Donut and surprisingly there was no strawberry filling inside. Not even a gm of strawberry filling. I kept waiting for it thinking that may be its in the center of the donut but there wasnt any. I ended up eating flavourless bread.', 'Krispy kreme is as usual very tasty and has the best doughnuts in town. Slightly overpriced. Over 100rs for a single piece is a bit costly. They have good offers like buy 8 get 4 free.', 'Best donuts in town, tasted very sugary, spongy\xa0 and pretty good as well when compared to Mad over doughnuts. Seems bit expensive but no compromise on the quality so its worth every penny.\nFood - 5/5\nPricing -2/5']"
https://www.zomato.com/bangalore/the-chefs-cake-bakes-richmond-road-bangalore,Indiranagar,The Chef's Cake & Bakes,4,3.1                                     /5," 6  votes
","Bakery, Desserts",350,"['10am', '10:30pm']","2, 6/1, 5th Main Road, Andra Colony, Vannarpet Layout, Vivek Nagar, Richmond Road, Bangalore","Home Delivery, Seating Not Available, Desserts and Bakes, ",,"[4, 'Donut', 'Filtered Coffee', 'Cookie Crunch', 'Custard', 'Hot Chocolate', 'Hot Coffee', 'Latte']","['', 'Hopeless . Old cake with broken birthday candles\n. Highly disappointed will never place an order anymore with them spoilt the full occasion. BAD', ""PATHETIC! Sorry but this a place of inconsiderate behaviour and hospitality. The cake boxs doesn't mention the name of the shop or anything, even after explicitly adding a comment to write Happy Birthday on the cafe, the shop doesn't bother to do it and isn't apologetic once asked about the same either.""]"
https://www.zomato.com/SmokeHouseDeli-Indiranagar,Indiranagar,Smoke House Deli,5379,4.5                                     /5," 5814  votes
","European, Italian, American, Salad",1,"['9am', '12:30am']","1209, 100 Feet Road, Opposite Apollo Clinic, Indiranagar, Bangalore","Breakfast, Home Delivery, Full Bar Available, Valet Parking Available, Indoor Seating, Table booking recommended, ","White interiors, serving one of a kind European dishes.","[5, 'Pasta', 'Burgers', 'Steak', 'Cocktails', 'Salad', 'Peri Peri Chicken', 'Cheesecake']","[""Pasta wasn't upto the mark. Nothing great about it."", ""You'll go here for the beautiful all white interiors and sheer elegance the place bestows upon you. The mushroom starters are out of the World. I had a great time here."", ""This place is love. Ambience is a delight to eyes and food is a treat for both eyes and pallette. Staff is courteous, service is excellent and presentation of food is gorgeous. Try it's coolers-they are so refreshing and different. Veg platter was amazing. Chocolate fudge was also simple yet tasty and soft. Will come back here soon to try more dishes."", 'A good place in terms of ambience and service. The food was good but quality of mocktails were not worth it. We left both the mocktails untouched as they were real bad in taste. The best thing abt this place was the service. They have amazing and polite staff . Overall a place which can be visited only once that too for the food.', ""This is my absolute favourite breakfast place. I've been here lots of times, mostly in the mornings. I really like, that they're having so many options for omlete with different fillings. And they accompany the dish with 2 big pieces of their own made bread (which is also delicious) and a baked tomato with a hashbrown, so the portion is big and fullfiling enough. The desserts also great, especially I like their pannacotta. That's good also, that you can always buy fresh bread from them. And special attention to their cucumber-lavender cooler, it's really amazing.\nThe ambience is great. Decor is so modern, it's looking like a colouring book, which someone needs to color.\nTotally recommend. Lovely place for the lovely start of the day."", 'Possibly one of the finest fine dine experiences in that area. Spread across a huge area, the ambience really gives an edge. In starters tried Grilled Mushroom Crositini which was good. The omlette too was delicious. In main course tried Pasta Alfredo with smoked prawns, trust me it is so far the best pasta I have had. Overall a great experience.', ""I had visited this restaurant in Indiranagar to celebrate my partner's birthday..we had ordered mocktails, cocktails, chicken strips for starters..for main course it was fish and chips and steak..The flavours were on point and each dish tasted amazing..For desserts we had hazelnut and raspberry cheese cake..The customer service is great and the food tastes divine...will definitely be back for more"", 'Lovely ambience sober staff . Food menu is limited no fish in starter , you can add some fish dish in starter . Staff are very polite food is good, can be better . \n\nRates are bit high as compared to other resto in the same location.', 'We were here for a birthday dinner! And this is a beautiful European interior place, gives you a feel of Santorini feel ;)\n\nComing to food, I have never seen a place with such a good range & taste of mocktails.\n\nWe had ordered apple and a peach one. 4/5\nMushroom soup 4/5\nSMH veg platter 5/5 (wow, those starters)\nPink Sauce pasta 5/5\n\nBrilliant place 🥰']"
https://www.zomato.com/bangalore/manasa-fishland-kalyan-nagar,Indiranagar,Manasa Fishland,107,4.1                                     /5," 240  votes
","Biryani, Chinese, Beverages, Seafood",650,"['12noon', '11pm']","80 Feet Road, Subbianaipalya, Opposite Patil Public School, Kalyan Nagar, Bangalore","Home Delivery, No Alcohol Available, Indoor Seating, Table booking recommended, ",,"[4, 'Sea Food', 'Prawn Ghee Roast', 'Fish Curry', 'Murgh Ghee Roast', 'Neer Dosa', 'Biryani', 'Fish Thali']","[""The best mangalorean cuisine restaurant in this area. The crab ghee roast is a must try. It's affordable. Not expensive. Amazing ambience. Friendly staff. Value for money. Kundapur chicken is also a must try.""]"
https://www.zomato.com/bangalore/kanti-sweets-brigade-road,Indiranagar,Kanti Sweets,68,4.0                                     /5," 119  votes
","Mithai, Street Food",500,"['9:30am', '10pm']","157, St. Patricks Complex, Brigade Road, Bangalore","Home Delivery, Vegetarian Only, Outdoor Seating, Indoor Seating, Desserts and Bakes, ",,"[4, 'Chaat', 'Sandwich', 'Rasmalai']","['Kanti sweets is one of the best sweet shop i have ever visited best quality with best service woth reasonable price the most i love in kanti sweets is Horlicks burfi 😍', 'This is probably the best sweets-selling shop that I have tried. I tried only a few items but was spellbound by the preparation and packaging. The packaging was so good that I did not need to repack the sweets during transport.\n\nJamoon- Soft, delicious, sticky and sweet. Every adjective that can be applied to a wonderful jamoon can be applied to this. The size of the jamoon was appropriate and plenty of syrup was provided, which was a huge plus. Definitely a must try!!😋\n\nAndhra Muruk- Crunchy and well prepared. You keep digging back for more.🤗\n\nGhee Assorted Sweets- Quite a considerable variety of sweets was provided in this pack. I could taste the various types of sweets without having to buy a pack of each, which is actually useful for a traveller, especially a foodie with a sweet tooth😆', 'Kanti sweets have become the sweet landmark of Bangalore. I loved the Mysore paak and the Malaigulla. I never get bored with the Kaju Barfi. Son papdi is no lesser.', 'Kanti sweets is one of the renowned sweet shop and hence when my loved one went to Bangalore, he immediately went there.\nBought the Special Mysorepak for me..When i tasted a bite of the sweet, i was spellbound totally. The sweet just melted in my mouth..it had the aroma of fresh and rich ghee.\nEven our family loved the sweet.\nPlz open an outlet in South Kolkata 😁', 'Favourite destination for sweet lovers in Bangalore. Though little pricy ,the taste is unforgettable here,u will be wanting more and more.Even the biscuits range here is super premium and delicious.', 'This is my favorite..to order sweets dor my immediate cravings..Thanks to quick Zomato delivery option.Mysore paak and Malai sandwich are my favorite .', 'I have had sweets from Kanti sweets many times, few of the favourites include\n\n1. Kaju Katli - this is so good that you want to keep eating more\n\n2. Fruit Barfi - (milk based sweet with tutti fruity)\nThis is silky soft and the tutti fruity give a special chewy bite\n\n3. Dry fruit bite - this is an individually wrapped sweet (the Color of the cover depends on the flavour) this is a sweet that resembles a soan papadi+milk Barfi with bites of dry fruit. I had picked this up for my family and everyone loved it', 'Tis kind of items given by Kanti sweets while ordering online at ur platform\nHopeless packing with expiry date was for today\nI need full refund for tis order\nNd want to give a written complaint regarding their product quality kept at their store', 'quantity was not appropriate', 'On time and safe delivery of ordered food']"
https://www.zomato.com/bangalore/occasions-koramangala-4th-block,Indiranagar,Occasions,181,4.2                                     /5," 240  votes
","Bakery, Desserts",400,"['10am', '11pm']","439, 8th Main Road, Koramangala 4th Block, Bangalore","Home Delivery, Indoor Seating, Pet Friendly, Desserts and Bakes, ",,"[4, 'Chocolate Walnut Cake', 'Cupcake', 'Dutch Truffle', 'Chocolate Truffle', 'Red Velvet Cake', 'Blueberry Cheesecake', 'Pineapple Cake']","[""Occasions made my Daughters birthday\xa0 awesome, I have ordered diff cakes and cake pops just like the design I wanted. It was Pineapple with butter scotch flavor ordered for my daughters Birthday. It was really amazing and appreciated by the guests. Even Mixed fruit cake was the best...I'm so glad that I chose Occasions and looking more exciting cakes from you all."", 'I not had the photo of it because i threw it and its make me vomit also, the dead cockroach was inside the pastry, i was eating that pasty and in the middle i saw that cockroach. it was horrible, it was my first and the last order from this worst restraunt.', 'I have ordered a lot of different cakes over the past few weeks and not a single bad experience. I urge you to continue the good work.', 'have ordered twice from here, chocoalmond is our FAV.\nthis is so so good.\nI think i have found the best place\xa0 for all my occasions..:).\n\nMy family nd my husband love the cake.', 'I had ordered for the first time from this place and it turned out to be perfect. Just the way I wanted the cake to be. It was freshly baked, good taste and worth it totally. Thanks for the amazing service :)', ""Occassions made my son's birthday cake just like the design I wanted. It was strawberry flavour and it did not have any fake flavouring to it. It was really amazing and appreciated by the guests. I'm so glad I chose ocassions. The flavour and design of the cake was so perfect. It made my son's birthday extra special!"", 'Melt in mouth and completely scrumptious. Loved every bite and experienced heavenly bliss. Simply superb, perfectly moist and soft, topped with floral fresh cream. Something you must try!!', 'Definitely the best dessert in town.', 'Muffins and cakes are good at reasonable cost', 'Ordered eggless assorted cup cakes. Got a few varieties. Average in taste and looks. Felt bit pricey.']"
https://www.zomato.com/bangalore/delhi-highway-indiranagar,Indiranagar,Delhi Highway,2492,4.4                                     /5," 4476  votes
","Modern Indian, North Indian, Mughlai",1,"['12noon', '3:30pm', '7pm', '11pm']","951, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore","Home Delivery, Vegetarian Only, Valet Parking Available, Table booking recommended, Serves Jain Food, Indoor Seating, ",,"[5, 'Thali', 'Lassi', 'Paneer Tikka', 'Dal Makhani', 'Jalebi', 'Chaat', 'Paneer Lababdar']","['Beautiful themed place, the mushroom and cheese soup was rich and creamy, tried even the tomato soup was fresh and served hot with fried bread. The staff also is really courteous and sweet.', 'Overall-3.5/5 \nBecause of service and taste \nOnly the pesto mini tandoori was the best, it taste like wow which we doesn’t found in most of the restaurant \nPlease improve your staff services and please work on taste and quantity. For more detail review follow me on Instagram- @foodienos & @the_biswajeetbiswal', ""During a busy day at work I had to try a good lunch as I came across Delhi highway's thali I thought why not and ended up ordering here\nAnd I must say it was one scrumptious lunch at work! The paneer tikka and biryani was my favorite among all!\nThe dal makhani was okay but the mutter paneer and mixed veg gravy was so creamy and good. Overall a amazing place to order thali for a lavish dinner and lunch"", ""I've been passing through this place a lot of times, but never been since it was completely Indian and veg menu. But once my husband wanted yellow dal very badly, so we went.\nThe ambiance is nice, all this beautiful chairs and copper glasses are giving an authentic atmosphere. We decided to take a thali platter, since it's a great opportunity to try many dishes at the first visit.\nThe starters were very good. I like paneer, my husband really enjoyed pani puri. When it comes to mains, veg byriani was nice, naan was tasty with all the gravies.\nOverall great experience. Totally recommend for a good hearty meal with family."", 'Its a very welcoming place, ambience is very nice and perfect for families. Service is also courteous. Food tasted good, they had festival buffet but I choose ala carte. Lahori Kababs Aloo Nan Jeera rice and langar dal. Was delicious and portions were also good.', 'Good food and nice staff and guru was very helpful in selecting food of our choice', 'We had visited this restaurant basis Zomato reviews. Our experience was very bad in terms of food taste and service. The food was very expensive and taste was not upto the mark. Very disappointed.', 'Nice place .Situated in center place of Bangalore. Calm & wonderful ambience. Ordered dahi Malai kabab,Seekh kabab,paneer lababdar,Malai kofta & kulcha,bundi raita.All items were too good except Malai kofta & raita. One of staff member named Sultan was very courteous .Recommended', 'I went to this place for lunch with the family. We had Veg Karahi which was average in taste at least there was no authentic North Indian feel to it, Dal Delhi Highway was okayish in taste. For bread, we had tandoori Roti which was soft and a great company. For desserts, we had Moong Dal Halwa which was good in taste. Overall I found the food just average tastewise.']"
https://www.zomato.com/bangalore/fresh-aahar-indiranagar-bangalore,Indiranagar,Fresh Aahar,12,3.6                                     /5," 96  votes
","Biryani, Mangalorean, Kerala",400,"['9am', '9:30pm']","68/5/4, 4th B Cross, Michael Palya, 80 Feet Road, Indiranagar, Bangalore","Breakfast, Delivery Only, No Alcohol Available, ",,"[4, 'Appam', 'Murgh Ghee Roast']","['I had Ordered malabar chicken biriyani from here.. The quantity was less comparatively and the quality was okay.. Malabar Chicken biriyani was not that great.. But appam and egg roast was good.. They make good chicken cutlets too.. Atleast once in a week I order chicken cutlet from here.. Will try some other dishes too', ""I ordered from here since they had Appam+Fish Curry+Salad combo. I chose Sardines, but apparently they didn't have it, so I changed my Fish choice to Ayala. Please note that, by 'Salad' they mean cut onions, even the end parts of the onion. Please do not expect anything fancy. While the fish seemed fresh, the curry had strong Ginger taste. There were long, fat strands of ginger in the curry. I am not sure if the preparation was Mangalorean, but it did not taste good. Appam was good though, it might have tasted amazing if it was more hot.\n\nAll in all, ok.""]"
https://www.zomato.com/bangalore/the-khichadi-company-1-indiranagar-bangalore,Indiranagar,The Khichadi Company,5,4.1                                     /5," Based on 72 votes
",North Indian,400,"['9am', '3am']","Indiranagar, Bangalore","Delivery Only, Vegetarian Only, ",,"[4, 'Khichda', 'Aloo Chokha', 'Dal Kichadi']","[""Ordered aunty wali mushroom masala moong daal khichdi and mom wali moong dal khichdi. These came with aloo chokha, mango pickle and curd. Overall I liked the khichdi as these were subtle and sober. Masala wasn't very masaledar and it tasted good. Didn't really understand the difference between mom wali and aunty wali, but nevertheless it's a good option to try when one wants light food good for the belly.\n                                                instagram.com""]"
https://www.zomato.com/bangalore/absolute-shawarma-thippasandra-bangalore,Indiranagar,Absolute Shawarma,6,3.6                                     /5," Based on 12 votes
",Lebanese,150,"['1pm', '12midnight']","466, HAL 3rd Stage, Bhoomi Reddy Colony, Thippasandra, Bangalore","Home Delivery, Free Parking, Indoor Seating, ",,"[4, 'Khichda', 'Aloo Chokha', 'Dal Kichadi']","['Best in town..!!', '', '', '', 'Mustakim', 'If you want to have a quick bite,then this place is good. But if you are particular about the ingredients that are added, then you might as well skip the place. Although the taste and the portion size is good for the price, they do not add pickled vegetables or fries in the roll. Also there are different prices for different types of fillings and sometimes it feels like you would appreciate a loose end with a little bit of vegetables in the roll which would otherwise be chicken filled.\nFood:3.5/5\nService: 4/5', ""They really, really need to work on their shawarma! It's by far the most disappointing shawarma I've had. On top of that, their Arabic shawarma comes without pickled vegetables, which is the first time I've ever had shawarma without pickles.""]"
https://www.zomato.com/bangalore/green-g-juice-bar-indiranagar,Indiranagar,Green G Juice Bar,14,4.0                                     /5," 63  votes
","Ice Cream, Fast Food, Beverages",200,"['9am', '2am']","621/1, 12th Main Road, Indiranagar, Bangalore","Home Delivery, Outdoor Seating, ",,"[4, 'Khichda', 'Aloo Chokha', 'Dal Kichadi']","['This shop has wide range of nice shakesand juices. The most important is the service level .. extremely superb...\n#Fantabulous # Awesome # mustvisit', 'Brownie sizzller ice cream was awesome, ferrero rocher was delicious .love this place location', 'Average ! Not a good one but sandwich s are good and royal falooda also good .fruit with ice cream not good because ice cream become like water', 'Very good quality juices and salads. Would like to see them focus more on healthy options and less on sugary treats though. The descriptions of the salad menu could include more details.', ""Found dead insect in ice cream scoop, unhygienic, pathetic. Don't play with customer's health."", 'Good drinks, mango drink is good and so is Thandai. Please do try here for its juices at a reasonable price and the service is also friendly and flexible.', 'It was a late night serprise for my husband... I ordered royal falooda.... It was like heavenly taste.. Thank you to the chef for making the night wonderful...', 'I ordered sandwiches and brownie ice cream, sandwiche was very tasty and cost was reasonable, brownie ice cream was delicious, it was wonderful experience overall, location very good and lots of other options', 'My second order with Greeb G juice bar, was quite happy with the first order, the second order I Found a cockroach in the sandwich. Improve your hygiene!!!!', 'Fine-quality shakes and sandwiches at reasonable rates at an accessible location. I often pass by this joint on my way to the office and grab a quick sandwich, or an ice gola in the evening on my way back home. Big fan of the Kala Khatta ice gola! Friendly staff, very good rates for a location like this. Much recommended.']"
https://www.zomato.com/bangalore/flaspo-fruit-flavoured-sponge-cakes-indiranagar-bangalore,Indiranagar,Flaspo - Fruit Flavoured Sponge Cakes,65,4.3                                     /5," Based on 61 votes
","Bakery, Desserts",300,"['8am', '3am']","188/1, 6th Main Road, Opposite AXON Hospital, Defence Colony, Indiranagar, Bangalore","Home Delivery, Desserts and Bakes, ",,"[4, 'Sponge Cake']","[""Now a days we are bored of cream cakes which are full of sugary compounds, in that scenario flaspo spongy cakes have more cake and less cream. They have varieties of fruit flavoured mini Spong cakes and fruit jars, assorted spongy cakes. The cakes as soft as sponge, but really Delicious .\nI tried carrot and baby coffee flaspo cakes which were full of flavours and way too soft, even the banana sponge cake was really authentic, like homemade mom's cake. The double layered spongy cake with one layer of cream and choco chips as toppings was cute and Delicious.\n..I also got to try some of their fruit jars like lemon jar cake with layers of cake and vanilla butter cream with pineapple jam which was a delight..\n...loved the concept of these healthy spongy cakes with no cream, which actually spoils the mood.. Make your special occassions merrier with these spongy cakes from flaspo.."", ""Flaspo, stands for flavoured sponge cakes. And Boy.! they do complete justice to the name. They have very nice sponge cakes up their sleeve.\nI like such speciality outlets, they don't claim to make everything, but whatever they make, they make it right😃.\nIn today's world filled with umpteen number of pastry options, decent sponge cakes are a welcome change. They serve about 7 flavours, we tried four of them.\nCoffee and banana are our favourites, other two were equally good. It is just the matter of personal choice. They offer the mini versions for a quick dessert order and also have full sized cakes.\nWe got this delivered to our place.\nTaste: 4/5\nVFM: 3.5/5\nPackaging: 3.5/5 ( it came in a neatly packed in right sized boxes and the cakes were intact, though i feel they can use a little more eco-friendly plain cardboard boxes since they would be doing a lot of deliveries)"", 'Life is too short to say no to cakes.\nAbsolutely true 😉\nYesterday, I had an opportunity to experience flavoured sponge cakes from Flaspo.\nThey have their own fruit flavoured cakes as their signature items. I tried out Banana, Carrot, Lemon and Coffee flavours.\nI liked all of these, but pick of them would be Coffee and Banana. They were having a special attraction with regard to aroma and taste.\nIt was a pleasant experience and I am sure that they can delight more customers!', ""To be honest, I was a little doubtful about the taste this unique concept was going to bring with it, but after trying it, I'm AMAZED.\nFlaspo offers a great variety of sponge cakes (less cream) that are infused with flavor with the help of fruits, coffee etc.\nThe products are SO FRESH that even when I got them delivered at my place, I could easily enjoy these delicacies for 2-3 days straight without a stale essence playing with my taste buds- FULL MARKS FOR THAT.\n\nAs these cakes have less/no cream, I find them to be perfect with a hot cup of coffee to enjoy the pleasant weather of Bengaluru. They are soft, they are delicious and they are easily accessible in the comfort zone of your house. What more could one ask for?\nGood work there, Flaspo! 🌈"", ""It was my birthday recently and my friends ordered a cake from Flaspo. So the idea is that these are sponge cakes, low on cream. I wouldn't lie but I was pretty skeptical about the taste when I heard the description.\xa0\n\nAlthough when I tried it, I loved it to the core. It has just the right amount of cream to make the cake moist and still not have it smothered all over. It tastes amazing and they have quite a few flavours to try from.\xa0\n\nAlso, it was amzing how they had a printed edible sugar layer on the cake for the wishes (of sorts) which adds to the look of it.\xa0\n\nDefinitely going to order more cakes from here in future.\xa0\n\nBTW the one we ordered was a Lamington Cake."", '#NewinTown  Flaspo cakes recently opened their stores in and serves amazing sponge cakes and jar cakes. \n\nWho doesn’t like cake without excessive cream? And that’s what their thought process is, they serve variety of flavoured sponge cakes with no or minimal cream so that you can eat more n more without intake of much calories. \nI tried their coffee baby flaspo, banana and carrot cake and lemon cake jar. The cakes were soft and fluffy, amazing flavours. Lemon jar cake was super delightful.', ""Super soft and spongy cakes that are an absolute delight ! Loved the carrot sponge cake and the banana sponge cake! Couldn't stop once I started ! 😄 The cake jars were okayish but they were fresh! The sponge cakes are a definite must have!"", 'Some good cakes here guys!! I tried the carrot cake and banana cake. They were really fresh and tasted good. It had a very baked at home sort of a taste which was nice. I also tried some jar cakes and they were yummy. Something that children would really enjoy having. Good taste and great service.', ""Here to one of the place where you can absolutely take a pit stop and order or even order from this place for the baby cakes and some lovely Spong cakes!\n\nI'm in so love with these cakes since they do not have excess cream and it gives some original natural flavours and refresh the mouth with the flavors you choose.\n\nDo try them it's great for gifting someone or pampering your sweet tooth or to the loved ones."", 'Flaspo cake is new in town and they are already doing amazing. I love the taste of their cakes. Spongy and fluffy. The cream is also excellent quality. Small size portions are just perfect for everyone. Also, they have egg and eggless varieties for all their cake, which makes life easier for vegetarians. The heart shape sandwich cake is my favorite\n                                                keepitstylishdayita.com']"
https://www.zomato.com/bangalore/basil-spice-thippasandra-bangalore,Indiranagar,Basil Spice,6,3.9                                     /5," 34  votes
","Chinese, Asian, Thai",300,"['11:30am', '11pm']","1051/B, TMN Street, 3rd Main, Kempamma Devi Road, New Thippasandra, Bangalore","Home Delivery, Seating Not Available, ",,"[4, 'Sponge Cake']","[""It's always important to have Chinese food at proper authentic or atleast once who claim as their primary kind. Basil Spice was a life saver for me with this tasty manchow soup. It was real and perfect not fake desi Chinese which is great at price bracket of 150rs per head category.\n\nPlease go ahead for Chinese food\nIt's amazing""]"
https://www.zomato.com/bangalore/bangalore-dosa-co-jeevan-bhima-nagar-bangalore,Indiranagar,Bangalore Dosa Co.,19,4.1                                     /5," 60  votes
",South Indian,300,"['8:30am', '4am']",NA,"Breakfast, Delivery Only, ",,"[4, 'Chicken Dosa', 'Pizza']","['Got food delivered from this place. Their menu was interesting and had varieties of dosa. We tried the peri peri chicken dosa and onion chilli cheese dosa. The chicken dosa was a lil dry and could be a little better but the onion chilli cheese dosa was good. It comes with 3 types of chutney and the packing was good.\nFood- 3.5\nPacking-4.6\nPrice-3.5', 'Got food delivered from this place. Their menu was interesting and had varieties of dosa. We tried the peri peri chicken dosa and onion chilli cheese dosa. The chicken dosa was a lil dry and could be a little better but the onion chilli cheese dosa was good. It comes with 3 types of chutney and the packing was good.\nFood- 3.5\nPacking-4.6\nPrice-3.5', 'Got the food ordered which was well packed. The peri peri chicken dosa was a little too dry. Could have been much better .They provide a variety of chutnies.\nFood - 3.5\nPackaging - 4.5\nPrice - 3.8', ""On rainy days, i do prefer to have something cheesy and spicy food which is served hot. As am looking for the dishes in zomato, the dishes at this restaurant sounded interesting. Finally ordered spinach & corn cheese dosa. Must say, its one of the best dosa ever i had. Its so cheesy and till the end of the bite, i enjoyed the real taste of spinach and corn which is mixed with cheese. Interesting part is they serve with 4 different types of chutneys and all blends so good with these dosa's. Peanut chutney, Mint chutney, ginger chutney & tomato chutney. #must try for veg lovers. Recommended for all age groups."", 'It was a rainy Wednesday afternoon and I was in the mood for something spicy; when I stumbled upon these select dishes. It was the first time I had seen dosa balls and immediately knew I had to try it. Bangalore Dosa Co. nailed it! Definitely a must try for light eats and sugar cravings :D', 'Ordered from this place for the first time. The packaging was pretty good. The dosa was cooked well. The paneer pakodas were good, however I feel it did require little more flavor. Maybe little more masala.\n\nThe 4 different chutneys that came along with the dosa were also equally good. Hoping to try out other dishes from this place.', 'I ordered a Chicken Keema Open Dosa and Chicken Bubble Dosa from this place. First off, the packaging was really good, covered in a hard cardboard box and was delivered piping hot!\n\nThe chicken Keema open dosa had a thick base filled with Keema and was topped with the same, the taste was really amazing! The chicken bubble dosa had actual bubbles popping up the dosa which was also nicely filled with soft chicken crumbs and it tasted really good.\n\n2 dosas are quite enough for 3 people, do try out this place and tell me how you liked it.😋']"
https://www.zomato.com/bangalore/kurtosshhh-indiranagar-bangalore,Indiranagar,Kurtosshhh,82,4.3                                     /5," Based on 86 votes
","Desserts, Fast Food, Beverages",500,"['11:30am', '12midnight']","2985, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore","Home Delivery, Indoor Seating, Wifi, Desserts and Bakes, ",,"[4, 'Chicken Dosa', 'Pizza']","['A very good and pocket friendly plate', 'If you want to experiment with Hungarian food, this is definitely one place to try. The flavour combinations are interesting and so so delicious.\nThe Olive Oregano Kartoos Kurtoosh is a must try, so is the mug cake.', ""Pure bliss . These words describe this place and the justice done to this Hungarian cuisine in Bangalore !!\nThe place is super accessible and is small with a limited seating .\nThe ambience is simple and classic.\nThe food grabs all your attention here 💕 I tried the Kurtosh , Langos , Sweet chimney cakes , fries and the Kartoos Kurtosh !! Unbelievably I'd rate everything a good 4/5 for its brilliant taste and quality . The place is hygienic and clean as well !! The staff is super friendly , they hello you choose accordingly and take you through the menu for the first timers !! Brilliant place to try Hungarian Street food for the first time in Bangalore. Just loved this place !!"", 'Hungarian cuisine! Kudos to bring it to Bangalore!\nTried Kurtosh, kartoos Kurtosh, langos, sweet fill, chimney rings!\nMust try: Langos and chimney rings!\nThe ice cream on top of red velvet tasted amazing but not the cone! You can add the ice cream with chimney rings and make your mouth more watery!\nService was amazing and he clearly explains each and every dish!\nGood work💯']"
https://www.zomato.com/bangalore/bun-maska-chai-jeevan-bhima-nagar,Indiranagar,Bun Maska Chai,75,3.9                                     /5," 132  votes
","Street Food, Fast Food",250,"['9am', '9pm']","594, 6th Cross, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore","Breakfast, Home Delivery, Indoor Seating, Self Service, ",,"[4, 'Poha', 'Bun Maskas', 'Ginger Chai', 'Vada Pav', 'Sabudana Khichdi', 'Tea', 'Sandwich']","['Classic Masala Omelette & Sabudana Khichdi with Dahi.\n\nAll of it was yummy. Artisan bread that came along with the Omelette turned out to be buttered Olive bread & Omlette with Olive bread is my favorite combination. Had fun devouring it. Sabudana Khichdi was pretty decent as well. Only thing is - they substituted boiled Potato with Potato Chivda. I found it weird first, but it gave certain tanginess to the Khichdi. So, no complaints there. Dahi was missing from the order though, so no perfect 5 for you.\n\nOther things I tried: Methi Paratha with Alu Chokha (Raita was missing in this order) and Chicken Cutlet with Pav.']"
https://www.zomato.com/bangalore/goli-vada-pav-no-1-ulsoor-bangalore,Indiranagar,Goli Vada Pav No. 1,30,3.7                                     /5," 41  votes
","Street Food, Fast Food",200,"['10am', '10pm']","3, Cambridge Layout, Opposite Frank Anthony Public School, Ulsoor, Bangalore","Home Delivery, Seating Not Available, Vegetarian Only, No Alcohol Available, ",,"[4, 'Poha', 'Bun Maskas', 'Ginger Chai', 'Vada Pav', 'Sabudana Khichdi', 'Tea', 'Sandwich']","[""In banglore also you can get taste of Maharashtra's famous place Karjat, where Vadapav sales are more than 1 liter water bottles. Getting same taste with delicious, crispy and tangy taste of Vadapav & samosa pav. Outlet is neat & clean with friendly staff.""]"
